Card Number,Card Name,Level,Rank,Link,Card Text,Status,Card Type,Pendulum Effect,Pendulum Scale,Attribute,Monster Type,ATK,DEF
12487,Blue-Eyes Chaos MAX Dragon,8.0,,,"You can Ritual Summon this card with ""Chaos Form"". Must be Ritual Summoned. Your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this card attacks a Defense Position monster, inflict double piercing battle damage.",Unlimited,Ritual / Effect Monster,,,DARK,Dragon,4000.0,0.0
6082,Blue-Eyes Shining Dragon,10.0,,,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by Tributing 1 ""Blue-Eyes Ultimate Dragon"". Gains 300 ATK for each Dragon monster in your GY. When a card or effect is activated that targets this card (Quick Effect): You can negate that effect.",Unlimited,Effect Monster,,,LIGHT,Dragon,3000.0,2500.0
13843,Blue-Eyes Solid Dragon,8.0,,,"If this card is Normal or Special Summoned: You can target 1 face-up monster your opponent controls; negate its effects. When your opponent activates a card or effect (Quick Effect): You can shuffle this card from the field into the Deck, and if you do, Special Summon 1 ""Blue-Eyes White Dragon"" from your Deck. You can only use each effect of ""Blue-Eyes Solid Dragon"" once per turn.",Unlimited,Effect Monster,,,LIGHT,Dragon,2500.0,2000.0
12324,Blue-Eyes Spirit Dragon,9.0,,,"1 Tuner + 1 or more non-Tuner ""Blue-Eyes"" monstersNeither player can Special Summon 2 or more monsters at the same time. Once per turn, during either player's turn, when an effect of a card in the Graveyard is activated: You can negate the activation. During either player's turn: You can Tribute this Synchro Summoned card; Special Summon 1 LIGHT Dragon-Type Synchro Monster from your Extra Deck in Defense Position, except ""Blue-Eyes Spirit Dragon"", but destroy it during the End Phase of this turn.",Unlimited,Synchro / Effect Monster,,,LIGHT,Dragon,2500.0,3000.0
4773,Blue-Eyes Toon Dragon,8.0,,,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",Unlimited,Toon / Effect Monster,,,LIGHT,Dragon,3000.0,2500.0
12252,Blue-Eyes Twin Burst Dragon,10.0,,,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""Must be either Fusion Summoned, or Special Summoned by sending the above monsters you control to the GY (in which case you do not use ""Polymerization""). Cannot be destroyed by battle. This card can make up to 2 attacks on monsters during each Battle Phase. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster.",Unlimited,Fusion / Effect Monster,,,LIGHT,Dragon,3000.0,2500.0
4386,Blue-Eyes Ultimate Dragon,12.0,,,"""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon"" + ""Blue-Eyes White Dragon""",Unlimited,Fusion Monster,,,LIGHT,Dragon,4500.0,3800.0
4007,Blue-Eyes White Dragon,8.0,,,"This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.",Unlimited,Normal Monster,,,LIGHT,Dragon,3000.0,2500.0
4642,Blue-Winged Crown,4.0,,,"With hair shaped like a crown and a body encased in bluish white flames, this bird is a formidable sight.",Unlimited,Normal Monster,,,WIND,Winged Beast,1600.0,1200.0
9570,Blustering Winds,,,,Target 1 face-up monster you control; it gains 1000 ATK and DEF until your next Standby Phase.,Unlimited,Normal Spell,,,,,,
4925,Boar Soldier,4.0,,,"This card can only be summoned by a Flip Summon. If summoned by a Normal Summon, the card is destroyed. If your opponent has 1 or more monsters under his/her control, the ATK of this card is decreased by 1000 points.",Unlimited,Effect Monster,,,EARTH,Beast-Warrior,2000.0,500.0
6174,Bokoichi the Freightening Car,2.0,,,"A freight car that is exclusively for Dekoichi. It can transport anything, but most cargo arrives broken.",Unlimited,Normal Monster,,,DARK,Machine,500.0,500.0
4467,Bolt Penguin,3.0,,,"With each arm forming an electric whip, this monster paralyzes its enemies with electric shocks.",Unlimited,Normal Monster,,,WATER,Thunder,1100.0,800.0
5138,Bombardment Beetle,2.0,,,"FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field. If it is an Effect Monster, destroy it (its Flip Effect is not activated), and if the card is not, return it to its original position.",Unlimited,Effect Monster,,,WIND,Insect,400.0,900.0
11121,Bond Between Teacher and Student,,,,"If you control ""Dark Magician"": Special Summon 1 ""Dark Magician Girl"" from your hand, Deck, or GY, then, you can Set 1 ""Dark Magic Attack"", ""Dark Burning Attack"", ""Dark Burning Magic"", or ""Dark Magic Twin Burst"" directly from your Deck. You can only activate 1 ""Bond Between Teacher and Student"" per turn.",Unlimited,Normal Spell,,,,,,
13190,Bonding - D2O,,,,"Tribute 2 ""Duoterion"" and 1 ""Oxygeddon"" in your hand and/or field; Special Summon 1 ""Water Dragon"" or ""Water Dragon Cluster"" from your hand, Deck, or GY. (This is treated as a Special Summon with the effect of ""Bonding - H2O"".) If ""Water Dragon"" or ""Water Dragon Cluster"" is sent from the field to your GY while this card is in your GY: Add this card to your hand. You can only use this effect of ""Bonding - D2O"" once per turn.",Unlimited,Normal Spell,,,,,,
13191,Bonding - DHO,,,,"Shuffle 1 ""Duoterion"", 1 ""Hydrogeddon"", and 1 ""Oxygeddon"" from your hand and/or GY into the Deck; Special Summon 1 ""Water Dragon Cluster"" from your hand or GY. You can banish this card from your GY; add 1 ""Water Dragon"" or ""Water Dragon Cluster"" from your Deck or GY to your hand.",Unlimited,Normal Trap,,,,,,
6492,Bonding - H2O,,,,"Tribute 2 ""Hydrogeddon"" and 1 ""Oxygeddon""; Special Summon 1 ""Water Dragon"" from your hand, Deck, or GY.",Unlimited,Normal Spell,,,,,,
8141,Bone Crusher,4.0,,,When this card is Special Summoned from your Graveyard by the effect of a Zombie-Type monster: You can target 1 Spell/Trap Card your opponent controls; destroy that target. During the End Phase of the turn this card was Special Summoned: Destroy it.,Unlimited,Effect Monster,,,EARTH,Zombie,1600.0,200.0
8229,Bone Temple Block,,,,"Discard 1 card. Special Summon 1 Level 4 or lower monster from your opponent's Graveyard to your side of the field, and your opponent Special Summons 1 Level 4 or lower monster from your Graveyard to your opponent's side of the field. Those monsters are destroyed during the End Phase of the next turn.",Unlimited,Normal Trap,,,,,,
5046,Boneheimer,3.0,,,"This monster wanders the seas, sucking dry any creatures it may encounter.",Unlimited,Normal Monster,,,WATER,Aqua,850.0,400.0
10472,Bonfire Colossus,8.0,,,"If you control a FIRE monster, you can Special Summon this card (from your hand). When this card is Special Summoned: Target 2 FIRE monsters you control; destroy those targets.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,2600.0,2200.0
14659,Bonze Alone,1.0,,,Cannot be Normal or Special Summoned if you control a monster. You can Special Summon this card (from your hand) in Attack Position. If another monster(s) is Summoned to your field while you control this monster: Destroy this card.,Unlimited,Effect Monster,,,EARTH,Fairy,100.0,100.0
12208,Booby Trap E,,,,Discard 1 card; Set 1 Continuous Trap Card from your hand or Graveyard to your field. That Set card can be activated during this turn.,Unlimited,Normal Trap,,,,,,
13103,Boogie Trap,,,,"Discard 2 cards, then target 1 Trap in your GY; Set that target. It can be activated this turn. You can only activate 1 ""Boogie Trap"" per turn.",Unlimited,Normal Spell,,,,,,
7752,Book of Eclipse,,,,"Change all face-up monsters on the field to face-down Defense Position. During the End Phase of this turn, change as many face-down Defense Position monsters your opponent controls as possible to face-up Defense Position, then your opponent draws cards equal to the number of monsters changed face-up by this effect.",Unlimited,Quick-Play Spell,,,,,,
5430,Book of Life,,,,"Target 1 Zombie monster in your GY and 1 monster in your opponent's GY; Special Summon the first target, also banish the second target.",Unlimited,Normal Spell,,,,,,
5432,Book of Moon,,,,Target 1 face-up monster on the field; change that target to face-down Defense Position.,Unlimited,Quick-Play Spell,,,,,,
4329,Book of Secret Arts,,,,A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.,Unlimited,Equip Spell,,,,,,
5431,Book of Taiyou,,,,Flip 1 face-down monster on the field into face-up Attack Position.,Unlimited,Normal Spell,,,,,,
14707,Boompoline!!,,,,Activate this card by choosing 1 unused Monster Zone. If an Effect Monster is Special Summoned to that zone: Return both the monster in that zone and this card to the hand.,Unlimited,Continuous Trap,,,,,,
9521,Boon of the Meklord Emperor,,,,"If the only face-up monsters on the field are 2 ""Meklord"" monsters: Draw 2 cards. You cannot conduct your Battle Phase the turn you activate this card.",Unlimited,Normal Spell,,,,,,
9234,Boost Warrior,1.0,,,"If you control a face-up Tuner monster, you can Special Summon this card from your hand in face-up Defense Position. All Warrior-Type monsters you control gain 300 ATK.",Unlimited,Effect Monster,,,FIRE,Warrior,300.0,200.0
13516,Booster Dragon,,,2.0,"2 ""Rokket"" monstersOnce per turn: You can target 1 other face-up monster on the field; it gains 500 ATK/DEF. Your opponent cannot activate cards or effects in response to this effect's activation. If this Link Summoned card is destroyed by battle or card effect and sent to the GY: You can target 1 other Dragon monster in your GY; Special Summon it. You can only use this effect of ""Booster Dragon"" once per turn.",Unlimited,Link / Effect Monster,,,DARK,Dragon,1900.0,
13424,Boot Sector Launch,,,,"All ""Rokket"" monsters on the field gain 300 ATK/DEF.You can activate 1 of these effects;●Special Summon up to 2 ""Rokket"" monsters with different names from your hand in Defense Position.●If your opponent controls more monsters than you do: Special Summon ""Rokket"" monsters with different names from your GY in Defense Position, up to the difference.You can only use this effect of ""Boot Sector Launch"" once per turn.",Unlimited,Field Spell,,,,,,
13198,Boot Staggered,5.0,,,"When a Cyberse monster is Normal Summoned to your field: You can Special Summon this card from your hand. You can only use this effect of ""Boot Staggered"" once per turn. When this card inflicts battle damage to your opponent: You can Special Summon 1 ""Stag Token"" (Cyberse/EARTH/Level 1/ATK 0/DEF 0).",Unlimited,Effect Monster,,,LIGHT,Cyberse,2300.0,500.0
14723,Boot-Up Admiral - Destroyer Dynamo,8.0,,,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by sending 2 ""Gadget"" Monster Cards from your hand and/or face-up field to the GY. Cannot be destroyed by battle or card effects while you control a ""Gadget"" monster or a ""Gadget"" Monster Card equipped to a monster. Once per turn: You can target 1 other card on the field; destroy it.",Unlimited,Effect Monster,,,EARTH,Machine,2500.0,2500.0
14722,Boot-Up Corporal - Command Dynamo,4.0,,,"You can target up to 2 Machine ""Gadget"" monsters you control or in your GY with different names; Special Summon this card from your hand, then equip those targets to this card (regardless of their Type). You can only use this effect of ""Boot-Up Corporal - Command Dynamo"" once per turn. Gains 1000 ATK for each monster equipped to this card by this effect.",Unlimited,Effect Monster,,,EARTH,Machine,0.0,2000.0
14724,Boot-Up Order - Gear Charge,,,,"When this card is activated: You can target any number of ""Gadget"" Monster Cards you control that are equipped to a monster; Special Summon them. You can discard 1 card; add 1 ""Boot-Up Admiral - Destroyer Dynamo"" from your Deck to your hand. You can only use this effect of ""Boot-Up Order - Gear Charge"" once per turn. You can only activate 1 ""Boot-Up Order - Gear Charge"" per turn.",Unlimited,Continuous Spell,,,,,,
14725,Boot-Up Order - Gear Force,,,,"When either player's monster declares an attack and all monsters you control are face-up Machine monsters (min. 1): Destroy Attack Position monsters your opponent controls, up to the number of Machine monsters you control.",Unlimited,Normal Trap,,,,,,
6934,Boot-Up Soldier - Dread Dynamo,4.0,,,"While you control a ""Gadget"" monster, this card gains 2000 ATK.",Unlimited,Effect Monster,,,EARTH,Machine,0.0,2000.0
8429,Born from Draconis,,,,"Banish all LIGHT Machine monsters from your GY and face-up from your field; Special Summon 1 Level 6 or higher LIGHT Machine monster from your hand, ignoring its Summoning conditions, and if you do, its ATK/DEF become equal to the number of monsters banished to activate this card x 500, also it is unaffected by card effects, except its own and this card's. You cannot Special Summon other monsters the turn you activate this card.",Unlimited,Normal Trap,,,,,,
13439,Borrel Cooling,,,,"Tribute 1 ""Rokket"" monster, then target 1 ""Borrel"" Link Monster you control; equip it with this card. If this card is equipped to a monster by this effect, the equipped monster gains this effect.●Once per turn (Quick Effect): You can target 1 monster you control; it cannot be destroyed by battle or card effect this turn.",Unlimited,Normal Trap,,,,,,
13769,Borrel Regenerator,,,,"Activate this card by targeting 1 ""Rokket"" monster in your GY; Special Summon it and equip it with this card, but banish it when this card leaves the field. If this card is sent to the GY because the equipped monster is destroyed: You can draw 1 card. You can only use each effect of ""Borrel Regenerator"" once per turn.",Unlimited,Equip Spell,,,,,,
14620,Borrel Supplier,,,,"During each Standby Phase, if you control a ""Borrel"" Link Monster: You can target 1 ""Rokket"" monster in your GY; Special Summon it, but destroy it during the End Phase. You can only use this effect of ""Borrel Supplier"" once per turn.",Unlimited,Continuous Spell,,,,,,
13837,Borrelguard Dragon,,,4.0,"3+ Effect MonstersCannot be destroyed by card effects. Once per turn: You can send 1 card from your Spell & Trap Zone to the GY; Special Summon from either GY to your field, 1 monster that was destroyed and sent there this turn, but negate its effects. Once per turn (Quick Effect): You can target 1 monster on the field; change it to face-up Defense Position. Your opponent cannot activate cards or effects in response to this effect's activation.",Unlimited,Link / Effect Monster,,,DARK,Dragon,3000.0,
13258,Borreload Dragon,,,4.0,"3+ Effect MonstersNeither player can target this card with monster effects. Once per turn (Quick Effect): You can target 1 face-up monster on the field; it loses 500 ATK/DEF. Your opponent cannot activate cards or effects in response to this effect's activation. At the start of the Damage Step, if this card attacks an opponent's monster: You can place that opponent's monster in a zone this card points to and take control of it, but send it to the GY during the End Phase of the next turn.",Unlimited,Link / Effect Monster,,,DARK,Dragon,3000.0,
14625,Borreload Furious Dragon,8.0,,,"2 DARK Dragon monsters(Quick Effect): You can target 1 monster you control and 1 card your opponent controls; destroy them. You can banish this card from your GY, then target 1 DARK Link Monster in your GY; Special Summon it, but it cannot activate its effects this turn. You can only use each effect of ""Borreload Furious Dragon"" once per turn.",Unlimited,Fusion / Effect Monster,,,DARK,Dragon,3000.0,2500.0
14114,Borreload Savage Dragon,8.0,,,"1 Tuner + 1+ non-Tuner monstersIf this card is Synchro Summoned: You can equip 1 Link Monster from your GY to this card, and if you do, place Borrel Counters on this card equal to that Link Monster's Link Rating. This card gains ATK equal to half the ATK of the monster equipped to it by its effect. When your opponent activates a card or effect (Quick Effect): You can remove 1 Borrel Counter from this card; negate the activation. You can only use this effect of ""Borreload Savage Dragon"" once per turn.",Unlimited,Synchro / Effect Monster,,,DARK,Dragon,3000.0,2500.0
14487,Borreload eXcharge Dragon,,4.0,,"2 Level 4 DARK Dragon monstersNeither player can target this Xyz Summoned card with monster effects, except its own. Once per turn: You can detach 1 material from this card, then target 1 face-up monster on the field; it loses 600 ATK/DEF, then, you can Special Summon 1 ""Borrel"" monster from your GY, but banish it during the End Phase, also you cannot Special Summon other monsters or attack directly for the rest of this turn.",Unlimited,Xyz / Effect Monster,,,DARK,Dragon,3000.0,2500.0
13750,Borrelsword Dragon,,,4.0,"3+ Effect MonstersCannot be destroyed by battle. Once per turn (Quick Effect): You can target 1 Attack Position monster; change it to Defense Position, also, this card can make a second attack during each Battle Phase this turn. Your opponent cannot activate cards or effects in response to this effect's activation. Once per turn, when this card declares an attack on a face-up monster: You can activate this effect; until the end of this turn, this card gains ATK equal to half that monster's current ATK, and if it does, that monster's current ATK is halved.",Unlimited,Link / Effect Monster,,,DARK,Dragon,3000.0,
6514,Boss Rush,,,,"You cannot Normal Summon or Set. During the End Phase of the turn that a ""B.E.S."" monster or a ""Big Core"" is destroyed and sent to the Graveyard, you can Special Summon 1 ""B.E.S."" monster or 1 ""Big Core"" from your Deck.",Unlimited,Continuous Spell,,,,,,
7892,Botanical Girl,3.0,,,"When this card is sent from the field to the Graveyard, you can add 1 Plant-Type monster with 1000 or less DEF from your Deck to your hand.",Unlimited,Effect Monster,,,WATER,Plant,1300.0,1100.0
7143,Botanical Lion,4.0,,,This card gains 300 ATK for each Plant-Type monster you control. Control of this face-up card on the field cannot switch.,Unlimited,Effect Monster,,,EARTH,Plant,1600.0,2000.0
4445,Bottom Dweller,5.0,,,This is one sea creature whose wrath is something monsters fear to face.,Unlimited,Normal Monster,,,WATER,Fish,1650.0,1700.0
5440,Bottomless Shifting Sand,,,,"At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.",Unlimited,Continuous Trap,,,,,,
5400,Bottomless Trap Hole,,,,"When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it.",Unlimited,Normal Trap,,,,,,
10074,Bound Wand,,,,"Equip only to a Spellcaster monster that has a Level. It gains ATK equal to its Level x 100. If the equipped monster is destroyed by your opponent's card and sent to the GY, and this card is sent to your GY as a result: You can Special Summon that monster.",Unlimited,Equip Spell,,,,,,
6690,Bountiful Artemis,4.0,,,"Each time a Counter Trap Card is activated, immediately after it resolves, draw 1 card.",Unlimited,Effect Monster,,,LIGHT,Fairy,1600.0,1700.0
10092,Bounzer Guard,,,,"Target 1 face-up ""Bounzer"" monster you control; this turn, it cannot be targeted by other card effects, or be destroyed by battle. This turn, if an opponent's monster attacks, it must target that monster for an attack if it is still on the field.",Unlimited,Normal Trap,,,,,,
5687,Bowganian,3.0,,,"Once per turn, during your Standby Phase: Inflict 600 damage to your opponent.",Unlimited,Effect Monster,,,DARK,Machine,1300.0,1000.0
14690,Bownty,,,,"If your attacking monster destroys an opponent's monster by battle: Target 1 card in your GY; add it to your hand, but for the rest of this turn you cannot activate cards, or the effects of cards, with the same name as the added card had once it was in your hand. You can only activate 1 ""Bownty"" per turn.",Unlimited,Quick-Play Spell,,,,,,
10699,Box of Friends,1.0,,,"If this card is destroyed and sent to the Graveyard: You can Special Summon from your Deck, 2 Normal Monsters with different names whose ATK or DEF is 0, in face-up Defense Position, but they cannot be used as Synchro Material, also they are destroyed during your next End Phase. You can only use this effect of ""Box of Friends"" once per turn.",Unlimited,Effect Monster,,,LIGHT,Machine,0.0,0.0
13589,Boycotton,4.0,,,"You take any battle damage your opponent would have taken from battles involving this card, instead. If this card battles, is not destroyed, and you took damage from that battle: Return this card to the hand.",Unlimited,Effect Monster,,,EARTH,Plant,1000.0,2500.0
4515,Bracchio-raidus,6.0,,,"Two-Headed King Rex + ""Crawling Dragon #2""",Unlimited,Fusion Monster,,,WATER,Dinosaur,2200.0,2000.0
4803,Brain Control,,,,"Pay 800 LP, then target 1 face-up monster your opponent controls that can be Normal Summoned/Set; take control of that target until the End Phase.",Unlimited,Normal Spell,,,,,,
5926,Brain Crusher,7.0,,,"Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target.",Unlimited,Effect Monster,,,DARK,Insect,2400.0,1500.0
8179,Brain Golem,6.0,,,"Effects of face-up LIGHT monsters are negated. If this card destroys a LIGHT monster by battle, it can attack once again in a row.",Unlimited,Effect Monster,,,DARK,Fiend,2500.0,1800.0
9543,Brain Hazard,,,,"Select 1 of your removed from play Psychic-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",Unlimited,Continuous Trap,,,,,,
6263,Brain Jacker,2.0,,,FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Card. Take control of the equipped monster. Your opponent gains 500 Life Points during each of their Standby Phases.,Unlimited,Effect Monster,,,DARK,Fiend,200.0,900.0
8347,Brain Research Lab,,,,"Once per turn, you can Normal Summon 1 Psychic-Type monster in addition to your Normal Summon or Set. If successful, place 1 Psychic Counter on this card. You can also place 1 Psychic Counter on this card instead of paying Life Points to activate any Psychic-Type monster's effect that you control. When this card is removed from the field, the controller of this card takes 1000 damage for each Psychic Counter on it.",Unlimited,Field Spell,,,,,,
6812,Brainwashing Beam,,,,"Select 1 monster with at least 1 A-Counter on your opponent's side of the field and take control of that monster. During each of your End Phases, remove 1 A-Counter from that controlled monster. If all A-Counters are removed from that monster, or that monster is destroyed, destroy this card.",Unlimited,Continuous Trap,,,,,,
6513,Branch!,,,,When a Fusion Monster(s) on the field is destroyed by battle or card effect and sent to the Graveyard: You can target 1 of the Fusion Materials in your Graveyard that was used for its Fusion Summon; Special Summon it.,Unlimited,Continuous Spell,,,,,,
4520,Brave Scizzar,4.0,,,"Armed with a mass of scissors, this monster can clip an enemy into any desired shape and size.",Unlimited,Normal Monster,,,DARK,Machine,1300.0,1000.0
12774,Brave-Eyes Pendulum Dragon,8.0,,,"1 ""Pendulum Dragon"" monster + 1 Warrior-Type monsterWhen this card is Fusion Summoned: You can change the ATK of all face-up monsters your opponent currently controls to 0, also, for the rest of this turn, other monsters you control cannot attack. Negate the activated effects of monsters with 0 ATK. At the end of the Damage Step, when this card attacks an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster.",Unlimited,Fusion / Effect Monster,,,DARK,Dragon,3000.0,2000.0
13660,"Bravo, Fighter Fur Hire",4.0,,,"During your Main Phase: You can Special Summon 1 monster ""Fur Hire"" from your hand, except ""Bravo, Fighter Fur Hire"". If a monster ""Fur Hire"" is Special Summoned to your field while you control this monster (except during the Damage Step): You can have all monsters ""Fur Hire"" currently on the field gain 500 ATK/DEF until the end of this turn. You can only use each effect of ""Bravo, Fighter Fur Hire"" once per turn.",Unlimited,Effect Monster,,,FIRE,Reptile,1900.0,200.0
12979,Break Away,,,,"During your opponent's Battle Phase: Send 1 Spell from your hand to the GY; end the Battle Phase, then face-up monsters currently on the field have their effects negated until the end of this turn.",Unlimited,Normal Trap,,,,,,
13114,Break Off Trap Hole,,,,When a Link Monster is Link Summoned: Destroy all monsters on the field that are not linked.,Unlimited,Normal Trap,,,,,,
8663,Break! Draw!,,,,Equip only to a Machine monster. If the equipped monster destroys an opponent's monster by battle and sends it to the GY: Draw 1 card. Destroy this card during your 3rd End Phase after activation.,Unlimited,Equip Spell,,,,,,
11249,Breaker the Dark Magical Warrior,6.0,,,"If this card is Normal Summoned: Place 2 Spell Counters on it. If this card is Pendulum Summoned: Place 3 Spell Counters on it. Gains 400 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap on the field; destroy it. You can only use this effect of ""Breaker the Dark Magical Warrior"" once per turn.",Unlimited,Effect Monster,,,DARK,Spellcaster,1600.0,1000.0
5655,Breaker the Magical Warrior,4.0,,,"If this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). Gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap on the field; destroy that target.",Unlimited,Effect Monster,,,DARK,Spellcaster,1600.0,1000.0
13774,Breaking of the World,,,,"Once per turn: You can target 1 Ritual Monster you control; show 1 Ritual Monster in your hand, until the end of this turn. The Level of the shown Ritual Monster becomes the targeted monster's Level, until the end of this turn (even if this card leaves the field). Once per turn, if ""Ruin, Queen of Oblivion"" or ""Demise, King of Armageddon"" is Ritual Summoned to your field (except during the Damage Step): You can activate 1 of these effects;●Draw 1 card.●Destroy 1 card on the field.",Unlimited,Field Spell,,,,,,
10437,Breakthrough Skill,,,,"Target 1 face-up Effect Monster your opponent controls; that face-up monster your opponent controls has its effects negated until the end of this turn. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 face-up Effect Monster your opponent controls; that target has its effects negated until the end of this turn.",Unlimited,Normal Trap,,,,,,
7133,Breakthrough!,,,,"Select 1 ""Six Samurai"" monster you control. If the selected monster destroys an opponent's monster by battle, ""Great Shogun Shien"" and all ""Six Samurai"" monsters you control can attack your opponent directly during the Battle Phase of this turn.",Unlimited,Normal Trap,,,,,,
4669,Breath of Light,,,,Destroy all face-up Rock-Type monsters on the field.,Unlimited,Normal Spell,,,,,,
9236,Bri Synchron,4.0,,,"If this card is sent to the Graveyard as a Synchro Material, until the end of this turn, the Synchro Monster that used this card as a Synchro Material gains 600 ATK, but its effects are negated.",Unlimited,Tuner / Effect Monster,,,EARTH,Machine,1500.0,1100.0
9687,Bright Future,,,,Target 2 of your banished Psychic-Type monsters; return both those targets to the Graveyard and draw 1 card.,Unlimited,Normal Trap,,,,,,
9802,Bright Star Dragon,4.0,,,When this card is Normal Summoned: You can target 1 other face-up monster on the field; increase that target's Level by 2 until the end of this turn.,Unlimited,Effect Monster,,,LIGHT,Dragon,1900.0,1000.0
11840,Brilliant Fusion,,,,"When this card is activated: Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, using monsters from your Deck as Fusion Material, but change its ATK/DEF to 0. If this card leaves the field, destroy that monster. Once per turn: You can discard 1 Spell; the monster Special Summoned by this card's effect gains ATK/DEF equal to its original ATK/DEF, until the end of your opponent's turn. You can only activate 1 ""Brilliant Fusion"" per turn.",Forbidden,Continuous Spell,,,,,,
11852,Brilliant Spark,,,,"If a face-up ""Gem-Knight"" monster(s) you control is destroyed by your opponent's attack or card effect: Target 1 of those destroyed monsters; inflict damage to your opponent equal to its original ATK. If this card is in your Graveyard: You can send 1 ""Gem-Knight"" card from your hand to the Graveyard; add this card to your hand. You can only activate 1 ""Brilliant Spark"" per turn.",Unlimited,Normal Trap,,,,,,
14653,Brinegir,7.0,,,"If this card is Normal or Special Summoned: You can target 1 WATER monster in your GY; this card gains ATK equal to that monster's ATK until the end of this turn. If this card is sent to the GY: You can target 1 WATER monster you control; it gains 1000 ATK until the end of this turn. You can only use each effect of ""Brinegir"" once per turn.",Unlimited,Effect Monster,,,WATER,Sea Serpent,1000.0,2600.0
7548,"Brionac, Dragon of the Ice Barrier",6.0,,,"1 Tuner + 1+ non-Tuner monstersYou can discard any number of cards to the GY, then target the same number of cards your opponent controls; return those cards to the hand. You can only use this effect of ""Brionac, Dragon of the Ice Barrier"" once per turn.",Unlimited,Synchro / Effect Monster,,,WATER,Sea Serpent,2300.0,1400.0
12889,Brohunder,4.0,,,"When this card is Normal Summoned: You can add 1 Level 4 LIGHT Thunder-Type monster from your Deck to your hand, except ""Brohunder"".",Unlimited,Effect Monster,,,LIGHT,Thunder,900.0,400.0
7225,Broken Bamboo Sword,,,,The equipped monster gains 0 ATK.,Unlimited,Equip Spell,,,,,,
7759,Broken Blocker,,,,"Activate only when a Defense Position monster you control, whose DEF is higher than its ATK, is destroyed by battle. Special Summon up to 2 monsters with the same name as that monster from your Deck in face-up Defense Position.",Unlimited,Normal Trap,,,,,,
13295,Broken Line,,,,"When a Spell/Trap Card, or monster effect, is activated in this card's column, while this card is Set: Negate the activation, and if you do, destroy that card.",Unlimited,Counter Trap,,,,,,
10383,Brotherhood of the Fire Fist - Bear,4.0,,,"Once per turn, when this card inflicts battle damage to your opponent: You can Set 1 ""Fire Formation"" Spell directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap you control to the GY, then target 1 monster on the field; destroy that target.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1600.0,1200.0
10629,Brotherhood of the Fire Fist - Boar,4.0,,,"Cannot be used as a Synchro Material Monster, except for the Synchro Summon of a FIRE monster. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 Level 4 ""Fire Fist"" monster from your Deck, except ""Brotherhood of the Fire Fist - Boar"". Once per turn, when a ""Fire Fist"" monster is Special Summoned from your Extra Deck: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck.",Unlimited,Tuner / Effect Monster,,,FIRE,Beast-Warrior,1100.0,1400.0
10510,Brotherhood of the Fire Fist - Buffalo,4.0,,,"If this card is in your Graveyard: You can send a total of 2 ""Fire Fist"" / ""Fire Formation"" cards from your hand and/or face-up on your side of the field to the Graveyard; Special Summon this card from your Graveyard. You can only use the effect of ""Brotherhood of the Fire Fist - Buffalo"" once per turn.",Unlimited,Effect Monster,,,FIRE,Beast-Warrior,1700.0,1000.0
