"Card Name","Status","Card Text","Attribute","Level","Monster Type","Card Type","ATK","DEF","Icon"
"Jinzo","Unlimited","Card Text Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field.","Attribute DARK","Level 6","Monster Type Machine","Card Type Effect","ATK 2400","DEF 1500",""
"Swordsman of Landstar","Unlimited","Card Text An amateur with a sword, this fairy warrior relies on its mysterious powers.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Normal","ATK 500","DEF 1200",""
"Cyber Raider","Unlimited","Card Text If this card is Summoned: Activate 1 of these effects.●Target 1 Equip Card on the field; destroy that target.●Target 1 Equip Card on the field; equip that target to this card.","Attribute DARK","Level 4","Monster Type Machine","Card Type Effect","ATK 1400","DEF 1000",""
"The Fiend Megacyber","Unlimited","Card Text If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (from your hand).","Attribute DARK","Level 6","Monster Type Warrior","Card Type Effect","ATK 2200","DEF 1200",""
"Reflect Bounder","Unlimited","Card Text Before damage calculation, if this card is being attacked by an opponent's monster, and was in face-up Attack Position at the start of the Damage Step: Inflict damage to your opponent equal to the attacking monster's ATK. If you do, after damage calculation: Destroy this card.","Attribute LIGHT","Level 4","Monster Type Machine","Card Type Effect","ATK 1700","DEF 1000",""
"Beta The Magnet Warrior","Unlimited","Card Text Alpha, Beta, and Gamma meld as one to form a powerful monster.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Normal","ATK 1700","DEF 1600",""
"Big Shield Gardna","Unlimited","Card Text When a Spell Card is activated that targets this face-down card (and no other cards) (Quick Effect): Change this card to face-up Defense Position, and if you do, negate the activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.","Attribute EARTH","Level 4","Monster Type Warrior","Card Type Effect","ATK 100","DEF 2600",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Dark Magician Girl","Unlimited","Card Text Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in the GY.","Attribute DARK","Level 6","Monster Type Spellcaster","Card Type Effect","ATK 2000","DEF 1700",""
"Alligator's Sword","Unlimited","Card Text ey, dis mighty lissard man can swing his sword so fast, dat it's more dan da speed a sound!","Attribute EARTH","Level 4","Monster Type Beast","Card Type Normal","ATK 1500","DEF 1200",""
"Insect Queen","Unlimited","Card Text This card gains 200 ATK for each Insect monster on the field. Cannot declare an attack unless you Tribute 1 monster. Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle this turn: Special Summon 1 ""Insect Monster Token"" (Insect/EARTH/Level 1/ATK 100/DEF 100) in Attack Position.","Attribute EARTH","Level 7","Monster Type Insect","Card Type Effect","ATK 2200","DEF 2400",""
"Parasite Paracide","Unlimited","Card Text FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is Special Summoned to their side of the field in face-up Defense Position, and inflicts 1000 damage to them. Then, while this card is face-up on the field, all monsters your opponent controls become Insect-Type monsters.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 500","DEF 300",""
"Skull-Mark Ladybug","Unlimited","Card Text When this card is sent to the Graveyard, increase your Life Points by 1000 points.","Attribute EARTH","Level 4","Monster Type Insect","Card Type Effect","ATK 500","DEF 1500",""
"Little-Winguard","Unlimited","Card Text Once per turn, during your End Phase: You can change the battle position of this card.","Attribute WIND","Level 4","Monster Type Warrior","Card Type Effect","ATK 1400","DEF 1800",""
"Pinch Hopper","Unlimited","Card Text When this card you control is sent to your GY: You can Special Summon 1 Insect monster from your hand.","Attribute EARTH","Level 4","Monster Type Insect","Card Type Effect","ATK 1000","DEF 1200",""
"Blue-Eyes Toon Dragon","Unlimited","Card Text Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 2 monsters, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.","Attribute LIGHT","Level 8","Monster Type Dragon","Card Type Toon / Effect","ATK 3000","DEF 2500",""
"Sword Hunter","Unlimited","Card Text At the end of the Battle Phase, if this card destroyed a monster(s) by battle and sent it to the Graveyard this Battle Phase: Equip all those monsters from the Graveyard to this card as an Equip Spell Card(s) with this effect.●The equipped monster gains 200 ATK.","Attribute EARTH","Level 7","Monster Type Warrior","Card Type Effect","ATK 2450","DEF 1700",""
"Drill Bug","Unlimited","Card Text When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 ""Parasite Paracide"" card from your Deck, shuffle the Deck, and place ""Parasite Paracide"" on top of the Deck.","Attribute EARTH","Level 2","Monster Type Insect","Card Type Effect","ATK 1100","DEF 200",""
"Deepsea Warrior","Unlimited","Card Text As long as ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.","Attribute WATER","Level 5","Monster Type Warrior","Card Type Effect","ATK 1600","DEF 1800",""
"Bite Shoes","Unlimited","Card Text FLIP: Change the Attack or Defense Position of 1 face-up monster on the field. The card must remain face-up.","Attribute DARK","Level 2","Monster Type Fiend","Card Type Effect","ATK 500","DEF 300",""
"Spikebot","Unlimited","Card Text A mechanical soldier created by a wicked sorcerer, it attacks with the two steel balls attached to its arms.","Attribute DARK","Level 5","Monster Type Machine","Card Type Normal","ATK 1800","DEF 1700",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Satellite Cannon","Unlimited","Card Text This card cannot be destroyed by battle with a Level 7 or lower monster. During each of your End Phases: This card gains 1000 ATK. If this card attacks, this increased ATK returns to 0, after damage calculation.","Attribute LIGHT","Level 5","Monster Type Machine","Card Type Effect","ATK 0","DEF 0",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"The Last Warrior from Another Planet","Unlimited","Card Text ""Zombyra the Dark"" + ""Maryokutai""If this card is Special Summoned: Destroy all other monsters you control. Neither player can Summon monsters.","Attribute EARTH","Level 7","Monster Type Warrior","Card Type Fusion / Effect","ATK 2350","DEF 2300",""
"Dunames Dark Witch","Unlimited","Card Text Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Normal","ATK 1800","DEF 1050",""
"Garnecia Elefantis","Unlimited","Card Text A monster so heavy that each step rocks the earth.","Attribute EARTH","Level 7","Monster Type Beast-Warrior","Card Type Normal","ATK 2400","DEF 2000",""
"Total Defense Shogun","Unlimited","Card Text This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.","Attribute DARK","Level 6","Monster Type Warrior","Card Type Effect","ATK 1550","DEF 2500",""
"Beast of Talwar","Unlimited","Card Text Only the master of the sword among Fiend-Type monsters is permitted to hold the Talwar.(This card is always treated as an ""Archfiend"" card.)","Attribute DARK","Level 6","Monster Type Fiend","Card Type Normal","ATK 2400","DEF 2150",""
"Cyber-Tech Alligator","Unlimited","Card Text Originally a pterodactyl, he was viciously attacked by a dragon. Using the newest technologies, his keeper saved him from near-fatal wounds and brought him back as a powerful Cyborg.","Attribute WIND","Level 5","Monster Type Machine","Card Type Normal","ATK 2500","DEF 1600",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Gamma The Magnet Warrior","Unlimited","Card Text Alpha, Beta, and Gamma meld as one to form a powerful monster.","Attribute EARTH","Level 4","Monster Type Rock","Card Type Normal","ATK 1500","DEF 1800",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Time Machine","Unlimited","Card Text When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same field it was on, in the same battle position it was in when destroyed.","","","","","","","Icon Normal Trap"
"Copycat","Unlimited","Card Text If this card is Summoned: Target 1 face-up monster your opponent controls; this card's ATK/DEF become equal to that monster's original ATK/DEF.","Attribute LIGHT","Level 1","Monster Type Spellcaster","Card Type Effect","ATK 0","DEF 0",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Toon World","Unlimited","Card Text Activate this card by paying 1000 LP.","","","","","","","Icon Continuous Spell"
"Gorgon's Eye","Unlimited","Card Text Until the end of this turn, all effects of Defense Position monsters are negated.","","","","","","","Icon Normal Trap"
"Mimicat","Unlimited","Card Text If you control ""Toon World"" and a Toon monster: Target 1 card in your opponent's GY; if it is a monster, Special Summon it to your field, or if it is a Spell/Trap, Set it to your field. You can only activate 1 ""Mimicat"" per turn.","","","","","","","Icon Normal Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Black Illusion Ritual","Unlimited","Card Text This card is used to Ritual Summon ""Relinquished"". You must also Tribute a monster from your hand or field whose Level is 1 or more.","","","","","","","Icon Ritual Spell"
"Brain Control","Unlimited","Card Text Pay 800 LP, then target 1 face-up monster your opponent controls that can be Normal Summoned/Set; take control of that target until the End Phase.","","","","","","","Icon Normal Spell"
"Negate Attack","Unlimited","Card Text When an opponent's monster declares an attack: Target the attacking monster; negate the attack, then end the Battle Phase.","","","","","","","Icon Counter Trap"
"Multiply","Unlimited","Card Text Tribute 1 face-up ""Kuriboh""; Special Summon as many ""Kuriboh Tokens"" (Fiend/DARK/Level 1/ATK 300/DEF 200) as possible, in Defense Position. They cannot be Tributed for a Tribute Summon.","","","","","","","Icon Quick-Play Spell"
"7 Completed","Unlimited","Card Text Activate this card by choosing ATK or DEF; equip only to a Machine monster. It gains 700 ATK or DEF, depending on the choice.","","","","","","","Icon Equip Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Lightforce Sword","Unlimited","Card Text Banish 1 random card from your opponent's hand, face-down. During your opponent's 4th Standby Phase after this card's activation, return that card to their hand.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"The Flute of Summoning Dragon","Unlimited","Card Text Special Summon up to 2 Dragon monsters from your hand. ""Lord of D."" must be on the field to activate and to resolve this effect.","","","","","","","Icon Normal Spell"
"Shield & Sword","Unlimited","Card Text Switch the original ATK and DEF of all face-up monsters currently on the field, until the end of this turn.","","","","","","","Icon Normal Spell"
"Graceful Charity","Forbidden","Card Text Draw 3 cards, then discard 2 cards. Forbidden","","","","","","","Icon Normal Spell"
"Chain Destruction","Unlimited","Card Text When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them; destroy all cards with that name in its controller's hand and Main Deck.","","","","","","","Icon Normal Trap"
"Mesmeric Control","Unlimited","Card Text During your opponent's next turn after you activate this card, your opponent cannot change the battle positions of monsters, except with a card effect.","","","","","","","Icon Normal Spell"
"Graceful Dice","Unlimited","Card Text Roll a six-sided die. All monsters you currently control gain ATK/DEF equal to the result x 100, until the end of this turn.","","","","","","","Icon Quick-Play Spell"
"Skull Dice","Unlimited","Card Text Roll a six-sided die. All monsters your opponent currently controls lose ATK/DEF equal to the result x 100, until the end of this turn.","","","","","","","Icon Normal Trap"
"Mind Control","Limited","Card Text Target 1 monster your opponent controls; until the End Phase, take control of that target, but it cannot declare an attack or be Tributed. Limited","","","","","","","Icon Normal Spell"
"Scapegoat","Limited","Card Text Special Summon 4 ""Sheep Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. They cannot be Tributed for a Tribute Summon. You cannot Summon other monsters the turn you activate this card (but you can Normal Set). Limited","","","","","","","Icon Quick-Play Spell"
"Amplifier","Unlimited","Card Text You can only equip this card to ""Jinzo"". As long as this card is equipped, the effects of Trap Cards controlled by the equipped monster's controller are not negated by the effect of the equipped monster. When this card is removed from the field, the equipped monster is destroyed. This card's activation and effect cannot be negated by any other card.","","","","","","","Icon Equip Spell"
"Roulette Spider","Unlimited","Card Text When an opponent's monster declares an attack: Roll a six-sided die and apply the result.1: Halve your LP.2: Make that attack a direct attack.3: Choose 1 monster you control, change the attack target to it, and perform damage calculation.4: Choose 1 other monster your opponent controls, change the attack target to it, and perform damage calculation.5: Negate the attack, and if you do, inflict damage to your opponent equal to that monster's ATK.6: Destroy that opponent's monster.","","","","","","","Icon Quick-Play Spell"
"Card Destruction","Limited","Card Text Both players discard as many cards as possible from their hands, then each player draws the same number of cards they discarded. Limited","","","","","","","Icon Normal Spell"
"Dark Renewal","Unlimited","Card Text When your opponent Normal or Special Summons a monster(s): Target 1 of those monsters and 1 Spellcaster monster you control; send both monsters to the GY, then you can Special Summon 1 DARK Spellcaster monster from your Deck or GY.","","","","","","","Icon Normal Trap"
"Tragedy","Unlimited","Card Text When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Position: Destroy all Defense Position monsters your opponent controls.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Mystical Refpanel","Unlimited","Card Text Activate only when a Spell Card that targets 1 player is activated. The effect of that Spell Card is applied to the other player instead.","","","","","","","Icon Normal Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Ectoplasmer","Unlimited","Card Text Once per turn, during each player's End Phase: The turn player must Tribute 1 face-up monster, and if they do, inflict damage to their opponent equal to half the original ATK of the Tributed monster.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Dark Magic Curtain","Unlimited","Card Text Pay half your LP; Special Summon 1 ""Dark Magician"" from your Deck. You cannot Summon other monsters the turn you activate this card (but you can Set).","","","","","","","Icon Normal Spell"
"Anti-Magic Arrows","Unlimited","Card Text At the start of the Battle Phase: For the rest of this turn after this card resolves, Spell/Trap Cards, and their effects, cannot be activated. Cards and effects cannot be activated in response to this card's activation.","","","","","","","Icon Quick-Play Spell"
"Insect Barrier","Unlimited","Card Text Insect-Type monsters your opponent controls cannot declare an attack.","","","","","","","Icon Continuous Spell"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Magical Arm Shield","Unlimited","Card Text When your opponent declares an attack while you control a monster: Target 1 face-up monster your opponent controls, except the attacking monster; take control of that target until the end of the Battle Phase, and if you do, it is attacked instead, and you proceed to damage calculation.","","","","","","","Icon Normal Trap"
"Fissure","Unlimited","Card Text Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied).","","","","","","","Icon Normal Spell"
"Trap Hole","Unlimited","Card Text When your opponent Normal or Flip Summons 1 monster with 1000 or more ATK: Target that monster; destroy that target.","","","","","","","Icon Normal Trap"
"Polymerization","Unlimited","Card Text Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.","","","","","","","Icon Normal Spell"
"Remove Trap","Unlimited","Card Text Select 1 face-up Trap Card on the field and destroy it.","","","","","","","Icon Normal Spell"
"Two-Pronged Attack","Unlimited","Card Text Select and destroy 2 of your monsters and 1 of your opponent's monsters.","","","","","","","Icon Normal Trap"
"Blue Medicine","Unlimited","Card Text Gain 400 Life Points.","","","","","","","Icon Normal Spell"
"Raimei","Unlimited","Card Text Decrease your opponent's Life Points by 300 points.","","","","","","","Icon Normal Spell"
"Monster Reborn","Limited","Card Text Target 1 monster in either GY; Special Summon it. Limited","","","","","","","Icon Normal Spell"
"De-Spell","Unlimited","Card Text Target 1 face-up Spell, or 1 Set Spell/Trap, on the field; destroy that target if it is a Spell. (If the target is Set, reveal it.)","","","","","","","Icon Normal Spell"
"Pot of Greed","Forbidden","Card Text Draw 2 cards. Forbidden","","","","","","","Icon Normal Spell"
"Gravedigger Ghoul","Unlimited","Card Text Select 2 Monster Cards from your opponent's Graveyard. These Monster Cards are removed from play for the remainder of the Duel.","","","","","","","Icon Normal Spell"
"Burning Spear","Unlimited","Card Text A FIRE monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.","","","","","","","Icon Equip Spell"
"Gust Fan","Unlimited","Card Text A WIND monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.","","","","","","","Icon Equip Spell"
"The Inexperienced Spy","Unlimited","Card Text Select and see 1 card in your opponent's hand.","","","","","","","Icon Normal Spell"
"Reinforcements","Unlimited","Card Text Target 1 face-up monster on the field; it gains 500 ATK until the end of this turn.","","","","","","","Icon Normal Trap"
"Castle Walls","Unlimited","Card Text Increase a selected monster's DEF by 500 points during the turn this card is activated.","","","","","","","Icon Normal Trap"
"Ultimate Offering","Forbidden","Card Text During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately after this effect resolves, Normal Summon/Set 1 monster. Forbidden","","","","","","","Icon Continuous Trap"
"Ancient Telescope","Unlimited","Card Text See the top 5 cards of your opponent's Deck. Return the cards to the Deck in the same order.","","","","","","","Icon Normal Spell"
"White Hole","Unlimited","Card Text When your opponent activates ""Dark Hole"": Monsters you control cannot be destroyed by that ""Dark Hole's"" effect.","","","","","","","Icon Normal Trap"
"Call of the Grave","Unlimited","Card Text When your opponent activates ""Monster Reborn"": Negate the effect of that ""Monster Reborn"".","","","","","","","Icon Normal Trap"
"Anti Raigeki","Unlimited","Card Text When your opponent activates ""Raigeki"": Negate its effect, and if you do, destroy all monsters your opponent controls.","","","","","","","Icon Normal Trap"
"Tribute to The Doomed","Unlimited","Card Text Discard 1 card, then target 1 monster on the field; destroy it.","","","","","","","Icon Normal Spell"
"Soul Release","Unlimited","Card Text Target up to 5 cards in any GY(s); banish them.","","","","","","","Icon Normal Spell"
"The Cheerful Coffin","Unlimited","Card Text Discard up to 3 Monster Cards from your hand to the Graveyard.","","","","","","","Icon Normal Spell"
"Call of Darkness","Unlimited","Card Text All monsters restored with ""Monster Reborn"" are sent to the Graveyard. ""Monster Reborn"" also cannot be played as long as this card remains on the field.","","","","","","","Icon Continuous Trap"
"Change of Heart","Forbidden","Card Text Target 1 monster your opponent controls; take control of it until the End Phase. Forbidden","","","","","","","Icon Normal Spell"
"Solemn Judgment","Unlimited","Card Text When a monster(s) would be Summoned, OR a Spell/Trap Card is activated: Pay half your LP; negate the Summon or activation, and if you do, destroy that card.","","","","","","","Icon Counter Trap"
"Magic Jammer","Unlimited","Card Text When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.","","","","","","","Icon Counter Trap"
"Seven Tools of the Bandit","Unlimited","Card Text When a Trap Card is activated: Pay 1000 LP; negate the activation, and if you do, destroy it.","","","","","","","Icon Counter Trap"
"Horn of Heaven","Unlimited","Card Text When a monster(s) would be Summoned: Tribute 1 monster; negate the Summon, and if you do, destroy that monster(s).","","","","","","","Icon Counter Trap"
"Just Desserts","Unlimited","Card Text Inflict 500 damage to your opponent for each monster they control.","","","","","","","Icon Normal Trap"
"Royal Decree","Unlimited","Card Text Negate all other Trap effects on the field.","","","","","","","Icon Continuous Trap"
"Card information not found.","Unlimited","Card information not found.","","","","","","",""
"Last Day of Witch","Unlimited","Card Text Destroy all face-up Spellcaster-Type monsters on the field.","","","","","","","Icon Normal Spell"
"Exile of the Wicked","Unlimited","Card Text Destroy all Fiend monsters on the field.","","","","","","","Icon Normal Spell"
"Magical Thorn","Unlimited","Card Text When your opponent's card(s) in their hand are discarded to the Graveyard, inflict 500 points of damage to their Life Points for each card that was discarded.","","","","","","","Icon Continuous Trap"
"Restructer Revolution","Unlimited","Card Text Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.","","","","","","","Icon Normal Spell"
"Fusion Sage","Unlimited","Card Text Add 1 ""Polymerization"" from your Deck to your hand.","","","","","","","Icon Normal Spell"
"Sword of Deep-Seated","Unlimited","Card Text The equipped monster gains 500 ATK/DEF. If this card is sent to your GY: Place it on top of your Deck.","","","","","","","Icon Equip Spell"
"Block Attack","Unlimited","Card Text Target 1 face-up Attack Position monster your opponent controls; change that target to face-up Defense Position.","","","","","","","Icon Normal Spell"
"The Unhappy Maiden","Unlimited","Card Text When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends immediately.","Attribute LIGHT","Level 1","Monster Type Spellcaster","Card Type Effect","ATK 0","DEF 100",""
"Robbin' Goblin","Unlimited","Card Text Each time a monster you control inflicts Battle Damage to your opponent, your opponent discards 1 random card.","","","","","","","Icon Continuous Trap"
"Germ Infection","Unlimited","Card Text The ATK of a non Machine-Type monster equipped with this card is decreased by 300 points at each of its Standby Phases.","","","","","","","Icon Equip Spell"
"Paralyzing Potion","Unlimited","Card Text A non Machine-Type monster equipped with this card cannot attack.","","","","","","","Icon Equip Spell"
"The Stern Mystic","Unlimited","Card Text FLIP: Reveal all face-down cards on the field (Flip Effects are not activated), then return them to their original positions.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Flip / Effect","ATK 1500","DEF 1200",""
"Wall of Illusion","Unlimited","Card Text If this card is attacked by a monster, after damage calculation: Return that monster to the hand.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 1000","DEF 1850",""
"Neo the Magic Swordsman","Unlimited","Card Text A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.","Attribute LIGHT","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1700","DEF 1000",""
"Baron of the Fiend Sword","Unlimited","Card Text An aristocrat who wields a sword possessed by a malicious spirit that preys on the weak.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1550","DEF 800",""
"Man-Eating Treasure Chest","Unlimited","Card Text A monster disguised as a treasure chest that is known to attack the unwary adventurer.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Normal","ATK 1600","DEF 1000",""
"Sorcerer of the Doomed","Unlimited","Card Text A slave of the dark arts, this sorcerer is a master of life-extinguishing spells.","Attribute DARK","Level 4","Monster Type Spellcaster","Card Type Normal","ATK 1450","DEF 1200",""
"Last Will","Forbidden","Card Text If a monster on your side of the field was sent to your Graveyard this turn, you can Special Summon 1 monster with an ATK of 1500 points or less from your Deck once during this turn. Then shuffle your Deck. Forbidden","","","","","","","Icon Normal Spell"
"Waboku","Unlimited","Card Text You take no battle damage from your opponent's monsters this turn. Your monsters cannot be destroyed by battle this turn.","","","","","","","Icon Normal Trap"
"Mirror Force","Unlimited","Card Text When an opponent's monster declares an attack: Destroy all your opponent's Attack Position monsters.","","","","","","","Icon Normal Trap"
"Ring of Magnetism","Unlimited","Card Text You can only equip this card to a monster on your side of the field. Decrease the ATK and DEF of a monster equipped with this card by 500 points. In addition, all the monsters on your opponent's side of the field can only attack the monster equipped with this card, if they attack.","","","","","","","Icon Equip Spell"
"Share the Pain","Unlimited","Card Text Tribute 1 monster; make your opponent Tribute 1 monster (for no effect).","","","","","","","Icon Normal Spell"
"Stim-Pack","Unlimited","Card Text The equipped monster gains 700 ATK. During each of your Standby Phases, the equipped monster loses 200 ATK.","","","","","","","Icon Equip Spell"
"Heavy Storm","Forbidden","Card Text Destroy all Spell and Trap Cards on the field. Forbidden","","","","","","","Icon Normal Spell"
"Gryphon Wing","Unlimited","Card Text When your opponent activates ""Harpie's Feather Duster"": Negate its effect, and if you do, destroy all Spell and Trap Cards your opponent controls.","","","","","","","Icon Normal Trap"
"Gravekeeper's Servant","Unlimited","Card Text Unless your opponent sends 1 card from the top of his/her Deck to the Graveyard, he/she cannot declare an attack.","","","","","","","Icon Continuous Spell"
"Curse of Fiend","Unlimited","Card Text Changes the battle positions of all Attack Position monsters on the field to Defense Position and vice-versa. These positions cannot be changed during the turn this card is activated except by the effect of a Spell, Trap or Effect Monster Card. You can activate this card only during your Standby Phase.","","","","","","","Icon Normal Spell"
"Upstart Goblin","Limited","Card Text Draw 1 card, then your opponent gains 1000 LP. Limited","","","","","","","Icon Normal Spell"
"Toll","Unlimited","Card Text Each player must pay 500 Life Points to declare an attack.","","","","","","","Icon Continuous Spell"
"Final Destiny","Unlimited","Card Text Discard 5 cards from your hand. Destroy all cards on the field.","","","","","","","Icon Normal Spell"
"Snatch Steal","Forbidden","Card Text Equip only to a monster your opponent controls. Take control of the equipped monster. During each of your opponent's Standby Phases: They gain 1000 Life Points. Forbidden","","","","","","","Icon Equip Spell"
"Chorus of Sanctuary","Unlimited","Card Text Increase the DEF of all Defense Position monsters by 500 points.","","","","","","","Icon Field Spell"
"Confiscation","Forbidden","Card Text Pay 1000 Life Points. Look at your opponent's hand, select 1 card in it and discard that card. Forbidden","","","","","","","Icon Normal Spell"
"Delinquent Duo","Forbidden","Card Text Pay 1000 LP; your opponent discards 1 random card, and if they have any other cards in their hand, discard 1 more card of their choice. Forbidden","","","","","","","Icon Normal Spell"
"Darkness Approaches","Unlimited","Card Text Discard 2 cards from your hand. Select 1 face-up monster and change it to face-down Defense Position.","","","","","","","Icon Normal Spell"
"Fairy's Hand Mirror","Unlimited","Card Text When your opponent activates a Spell Card that targets exactly 1 monster (and no other cards) on the field: Target another card that would be an appropriate target; that Spell now targets the new target.","","","","","","","Icon Normal Trap"
"Tailor of the Fickle","Unlimited","Card Text Switch 1 Equip Card equipped to a monster to another correct target.","","","","","","","Icon Quick-Play Spell"
"Rush Recklessly","Unlimited","Card Text Target 1 face-up monster on the field; it gains 700 ATK until the end of this turn.","","","","","","","Icon Quick-Play Spell"
"The Reliable Guardian","Unlimited","Card Text Increase 1 face-up monster's DEF by 700 points until the end of this turn.","","","","","","","Icon Quick-Play Spell"
"The Forceful Sentry","Forbidden","Card Text Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is then shuffled. Forbidden","","","","","","","Icon Normal Spell"
"Chain Energy","Unlimited","Card Text Each player must pay 500 Life Points per card to Normal Summon, Special Summon, Set or activate cards from his/her respective hand.","","","","","","","Icon Continuous Spell"
"Mystical Space Typhoon","Unlimited","Card Text Target 1 Spell/Trap on the field; destroy that target.","","","","","","","Icon Quick-Play Spell"
"Giant Trunade","Forbidden","Card Text Return all Spell and Trap Cards on the field to the hand. Forbidden","","","","","","","Icon Normal Spell"
"Painful Choice","Forbidden","Card Text Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard. Forbidden","","","","","","","Icon Normal Spell"
"Snake Fang","Unlimited","Card Text Decrease 1 selected monster's DEF by 500 points during the turn this card is activated.","","","","","","","Icon Normal Trap"
"Cyber Jar","Forbidden","Card Text FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks, then Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, also add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.) Forbidden","Attribute DARK","Level 3","Monster Type Rock","Card Type Effect","ATK 900","DEF 900",""
"Banisher of the Light","Unlimited","Card Text Any card sent to the Graveyard is banished instead.","Attribute LIGHT","Level 3","Monster Type Fairy","Card Type Effect","ATK 100","DEF 2000",""
"Giant Rat","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in Attack Position.","Attribute EARTH","Level 4","Monster Type Beast","Card Type Effect","ATK 1400","DEF 1450",""
"Senju of the Thousand Hands","Unlimited","Card Text When this card is Normal or Flip Summoned: You can add 1 Ritual Monster from your Deck to your hand.","Attribute LIGHT","Level 4","Monster Type Fairy","Card Type Effect","ATK 1400","DEF 1000",""
"UFO Turtle","Unlimited","Card Text When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.","Attribute FIRE","Level 4","Monster Type Machine","Card Type Effect","ATK 1400","DEF 1200",""
"Flash Assailant","Unlimited","Card Text Decrease the ATK and DEF of this card by 400 points for each card in your hand.","Attribute DARK","Level 4","Monster Type Fiend","Card Type Effect","ATK 2000","DEF 2000",""
"Karate Man","Unlimited","Card Text You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.","Attribute EARTH","Level 3","Monster Type Warrior","Card Type Effect","ATK 1000","DEF 1000",""
